state,as_of_date,enumerated,type,finished
Connecticut,2020-10-05,99.56476654047383,forecast,2020-09-27
Delaware,2020-10-05,98.49304550630225,forecast,2020-10-10
District of Columbia,2020-10-05,98.49138808388103,forecast,2020-10-10
Florida,2020-10-05,97.98406037659461,forecast,2020-10-13
Georgia,2020-10-05,97.3154557631112,forecast,2020-10-16
Hawaii,2020-10-05,99.83772287993645,forecast,2020-09-17
Idaho,2020-10-05,99.95846195185129,forecast,2020-09-11
Illinois,2020-10-05,99.26461591003165,forecast,2020-10-02
Indiana,2020-10-05,99.64931009091998,forecast,2020-09-24
Iowa,2020-10-05,98.41770104092116,forecast,2020-10-10
Kansas,2020-10-05,99.62823061613157,forecast,2020-09-25
Kentucky,2020-10-05,98.28333581739548,forecast,2020-10-11
Louisiana,2020-10-05,97.07812350993248,forecast,2020-10-17
Maine,2020-10-05,99.69136821156498,forecast,2020-09-23
Maryland,2020-10-05,99.1555348151462,forecast,2020-10-04
Massachusetts,2020-10-05,99.1982661083534,forecast,2020-10-03
Michigan,2020-10-05,98.93086733888916,forecast,2020-10-06
Minnesota,2020-10-05,99.48151035560514,forecast,2020-09-28
Mississippi,2020-10-05,97.21489699802032,forecast,2020-10-17
Missouri,2020-10-05,99.30849386825226,forecast,2020-10-02
Montana,2020-10-05,97.04366681331688,forecast,2020-10-17
Nebraska,2020-10-05,99.11244688886124,forecast,2020-10-04
Nevada,2020-10-05,98.81126412330173,forecast,2020-10-07
New Hampshire,2020-10-05,99.26842235929996,forecast,2020-10-02
New Jersey,2020-10-05,98.97728746018021,forecast,2020-10-06
New Mexico,2020-10-05,97.66179570328177,forecast,2020-10-15
New York,2020-10-05,98.952327603904,forecast,2020-10-06
North Carolina,2020-10-05,97.7807295363335,forecast,2020-10-14
North Dakota,2020-10-05,99.15926220780379,forecast,2020-10-04
Ohio,2020-10-05,99.2223538839237,forecast,2020-10-03
Oklahoma,2020-10-05,98.3917557692866,forecast,2020-10-11
Oregon,2020-10-05,99.39352231066542,forecast,2020-09-30
Pennsylvania,2020-10-05,99.1331035008246,forecast,2020-10-04
Rhode Island,2020-10-05,99.1331035008246,forecast,2020-10-04
South Carolina,2020-10-05,97.24695293216418,forecast,2020-10-17
South Dakota,2020-10-05,98.5403050437814,forecast,2020-10-10
Tennessee,2020-10-05,99.0443717372853,forecast,2020-10-05
Texas,2020-10-05,98.83855347040443,forecast,2020-10-07
Utah,2020-10-05,99.31232159756908,forecast,2020-10-01
Vermont,2020-10-05,99.58991881609164,forecast,2020-09-26
Virginia,2020-10-05,98.90392372334021,forecast,2020-10-06
Washington,2020-10-05,99.64731304204432,forecast,2020-09-24
West Virginia,2020-10-05,99.96048582431308,forecast,2020-09-12
Wisconsin,2020-10-05,99.60711486576241,forecast,2020-09-25
Wyoming,2020-10-05,98.33783506594044,forecast,2020-10-11
Puerto Rico,2020-10-05,99.42478162390447,forecast,2020-09-30
U.S. Total,2020-10-06,98.93808413188268,forecast,2020-10-07
Alabama,2020-10-06,96.86752820648248,forecast,2020-10-19
Alaska,2020-10-06,99.29129848178576,forecast,2020-10-03
Arizona,2020-10-06,98.00329958866362,forecast,2020-10-14
Arkansas,2020-10-06,99.56824176138805,forecast,2020-09-27
California,2020-10-06,99.33156611228938,forecast,2020-10-02
Colorado,2020-10-06,98.87110291753075,forecast,2020-10-08
Connecticut,2020-10-06,99.60340294717571,forecast,2020-09-27
Delaware,2020-10-06,98.62596877072271,forecast,2020-10-10
District of Columbia,2020-10-06,98.6244555161064,forecast,2020-10-10
Florida,2020-10-06,98.1609151766243,forecast,2020-10-13
Georgia,2020-10-06,97.54876429676563,forecast,2020-10-16
Hawaii,2020-10-06,99.8521357531657,forecast,2020-09-17
Idaho,2020-10-06,99.96215149332399,forecast,2020-09-11
Illinois,2020-10-06,99.32982648246004,forecast,2020-10-02
Indiana,2020-10-06,99.68044781346941,forecast,2020-09-24
Iowa,2020-10-06,98.55717124094616,forecast,2020-10-10
Kansas,2020-10-06,99.6612384304092,forecast,2020-09-25
Kentucky,2020-10-06,98.43444571132994,forecast,2020-10-11
Louisiana,2020-10-06,97.33106323351447,forecast,2020-10-17
Maine,2020-10-06,99.71877394536769,forecast,2020-09-23
Maryland,2020-10-06,99.23037848155727,forecast,2020-10-04
Massachusetts,2020-10-06,99.26933795460769,forecast,2020-10-03
Michigan,2020-10-06,99.02549780479977,forecast,2020-10-06
Minnesota,2020-10-06,99.52752627309954,forecast,2020-09-28
Mississippi,2020-10-06,97.45655156565303,forecast,2020-10-17
Missouri,2020-10-06,99.36982537193724,forecast,2020-10-02
Montana,2020-10-06,97.2994371512247,forecast,2020-10-17
Nebraska,2020-10-06,99.19109131026302,forecast,2020-10-04
Nevada,2020-10-06,98.91639372557158,forecast,2020-10-07
New Hampshire,2020-10-06,99.33329650898267,forecast,2020-10-02
New Jersey,2020-10-06,99.0678362099975,forecast,2020-10-06
New Mexico,2020-10-06,97.86605941284427,forecast,2020-10-15
New York,2020-10-06,99.04507152516713,forecast,2020-10-06
North Carolina,2020-10-06,97.97491840694117,forecast,2020-10-14
North Dakota,2020-10-06,99.23377696170162,forecast,2020-10-04
Ohio,2020-10-06,99.29129848178576,forecast,2020-10-03
Oklahoma,2020-10-06,98.53347717648242,forecast,2020-10-11
Oregon,2020-10-06,99.44733072509892,forecast,2020-09-30
Pennsylvania,2020-10-06,99.20992614420948,forecast,2020-10-04
Rhode Island,2020-10-06,99.20992614420948,forecast,2020-10-04
South Carolina,2020-10-06,97.48595140006248,forecast,2020-10-17
South Dakota,2020-10-06,98.66911477935147,forecast,2020-10-10
Tennessee,2020-10-06,99.12901550273149,forecast,2020-10-05
Texas,2020-10-06,98.94128984879441,forecast,2020-10-07
Utah,2020-10-06,99.37331460232396,forecast,2020-10-01
Vermont,2020-10-06,99.62632480313758,forecast,2020-09-26
Virginia,2020-10-06,99.00092163779686,forecast,2020-10-06
Washington,2020-10-06,99.67862794648782,forecast,2020-09-24
West Virginia,2020-10-06,99.96399560078031,forecast,2020-09-12
Wisconsin,2020-10-06,99.64199571770907,forecast,2020-09-25
Wyoming,2020-10-06,98.48422952553948,forecast,2020-10-11
Puerto Rico,2020-10-06,99.47582243938724,forecast,2020-09-30
U.S. Total,2020-10-07,99.03208026687285,forecast,2020-10-07
Alabama,2020-10-07,97.13768800398759,forecast,2020-10-19
Alaska,2020-10-07,99.35415042540566,forecast,2020-10-03
Arizona,2020-10-07,98.17850737071637,forecast,2020-10-14
Arkansas,2020-10-07,99.60657002346862,forecast,2020-09-27
California,2020-10-07,99.39085701225638,forecast,2020-10-02
Colorado,2020-10-07,98.97098294857595,forecast,2020-10-08
Connecticut,2020-10-07,99.63861302939529,forecast,2020-09-27
Delaware,2020-10-07,98.7473090849678,forecast,2020-10-10
District of Columbia,2020-10-07,98.74592792092109,forecast,2020-10-10
Florida,2020-10-07,98.322587627547,forecast,2020-10-13
Georgia,2020-10-07,97.76255637261102,forecast,2020-10-16
Hawaii,2020-10-07,99.86526870801097,forecast,2020-09-17
Idaho,2020-10-07,99.96551332103921,forecast,2020-09-11
Illinois,2020-10-07,99.38927126295289,forecast,2020-10-02
Indiana,2020-10-07,99.70882265002511,forecast,2020-09-24
Iowa,2020-10-07,98.68451165474127,forecast,2020-10-10
Kansas,2020-10-07,99.69131780102786,forecast,2020-09-25
Kentucky,2020-10-07,98.57246211919868,forecast,2020-10-11
Louisiana,2020-10-07,97.56307276959474,forecast,2020-10-17
Maine,2020-10-07,99.74374736561568,forecast,2020-09-23
Maryland,2020-10-07,99.2986142435857,forecast,2020-10-04
Massachusetts,2020-10-07,99.33413117928265,forecast,2020-10-03
Michigan,2020-10-07,99.111803644322407,forecast,2020-10-06
Minnesota,2020-10-07,99.56946418386543,forecast,2020-09-28
Mississippi,2020-10-07,97.67808218689004,forecast,2020-10-17
Missouri,2020-10-07,99.425731192748,forecast,2020-10-02
Montana,2020-10-07,97.53407789521769,forecast,2020-10-17
Nebraska,2020-10-07,99.26279663422532,forecast,2020-10-04
Nevada,2020-10-07,99.012296099311925,forecast,2020-10-07
New Hampshire,2020-10-07,99.39243434186554,forecast,2020-10-02
New Jersey,2020-10-07,99.1504128797869,forecast,2020-10-06
New Mexico,2020-10-07,98.05299031235113,forecast,2020-10-15
New York,2020-10-07,99.12965365527515,forecast,2020-10-06
North Carolina,2020-10-07,98.1525554221959,forecast,2020-10-14
North Dakota,2020-10-07,99.30171250174872,forecast,2020-10-04
Ohio,2020-10-07,99.35415042540566,forecast,2020-10-03
Oklahoma,2020-10-07,98.66288154312956,forecast,2020-10-11
Oregon,2020-10-07,99.49637454089932,forecast,2020-09-30
Pennsylvania,2020-10-07,99.27996835851857,forecast,2020-10-04
Rhode Island,2020-10-07,99.27996835851857,forecast,2020-10-04
South Carolina,2020-10-07,97.70501823680414,forecast,2020-10-17
South Dakota,2020-10-07,98.78668682045773,forecast,2020-10-10
Tennessee,2020-10-07,99.20619872905748,forecast,2020-10-05
Texas,2020-10-07,99.03500418369397,forecast,2020-10-07
Utah,2020-10-07,99.4289116286394,forecast,2020-10-01
Vermont,2020-10-07,99.6595016808189,forecast,2020-09-26
Virginia,2020-10-07,99.08939085452057,forecast,2020-10-06
Washington,2020-10-07,99.70716427644061,forecast,2020-09-24
West Virginia,2020-10-07,99.96719363020757,forecast,2020-09-12
Wisconsin,2020-10-07,99.67378237375343,forecast,2020-09-25
Wyoming,2020-10-07,98.61791955580365,forecast,2020-10-11
Puerto Rico,2020-10-07,99.52234230755445,forecast,2020-09-30
U.S. Total,2020-10-08,99.11780650584348,forecast,2020-10-07
Alabama,2020-10-08,97.38572265843744,forecast,2020-10-19
Alaska,2020-10-08,99.41144331225337,forecast,2020-10-03
Arizona,2020-10-08,98.33866454530678,forecast,2020-10-14
Arkansas,2020-10-08,99.64149920100442,forecast,2020-09-27
California,2020-10-08,99.44490135941017,forecast,2020-10-02
Colorado,2020-10-08,99.06208626655464,forecast,2020-10-08
Connecticut,2020-10-08,99.67069978800076,forecast,2020-09-27
Delaware,2020-10-08,98.85804177574661,forecast,2020-10-10
District of Columbia,2020-10-08,98.85678152574951,forecast,2020-10-10
Florida,2020-10-08,98.47030213586022,forecast,2020-10-13
Georgia,2020-10-08,97.95828784738754,forecast,2020-10-16
Hawaii,2020-10-08,99.87723536195399,forecast,2020-09-17
Idaho,2020-10-08,99.96857654256301,forecast,2020-09-11
Illinois,2020-10-08,99.44345597757417,forecast,2020-10-02
Indiana,2020-10-08,99.73467930955424,forecast,2020-09-24
Iowa,2020-10-08,98.80073800007008,forecast,2020-10-10
Kansas,2020-10-08,99.7187280085253,forecast,2020-09-25
Kentucky,2020-10-08,98.69846988095821,forecast,2020-10-11
Louisiana,2020-10-08,97.77566123324216,forecast,2020-10-17
Maine,2020-10-08,99.76650404145232,forecast,2020-09-23
Maryland,2020-10-08,99.36081935878966,forecast,2020-10-04
Massachusetts,2020-10-08,99.39319517789896,forecast,2020-10-03
Michigan,2020-10-08,99.19050478585963,forecast,2020-10-06
Minnesota,2020-10-08,99.60768405283649,forecast,2020-09-28
Mississippi,2020-10-08,97.8809691923745,forecast,2020-10-17
Missouri,2020-10-08,99.47668792179341,forecast,2020-10-02
Montana,2020-10-08,97.74910458837952,forecast,2020-10-17
Nebraska,2020-10-08,99.32816799229275,forecast,2020-10-04
Nevada,2020-10-08,99.09976417153247,forecast,2020-10-07
New Hampshire,2020-10-08,99.44633906435764,forecast,2020-10-02
New Jersey,2020-10-08,99.22570848471901,forecast,2020-10-06
New Mexico,2020-10-08,98.22393892322623,forecast,2020-10-15
New York,2020-10-08,99.20678059474758,forecast,2020-10-06
North Carolina,2020-10-08,98.31494761583697,forecast,2020-10-14
North Dakota,2020-10-08,99.36364366365919,forecast,2020-10-04
Ohio,2020-10-08,99.41144331225337,forecast,2020-10-03
Oklahoma,2020-10-08,98.78099822912323,forecast,2020-10-11
Oregon,2020-10-08,99.54107335901064,forecast,2020-09-30
Pennsylvania,2020-10-08,99.34382194063991,forecast,2020-10-04
Rhode Island,2020-10-08,99.34382194063991,forecast,2020-10-04
South Carolina,2020-10-08,97.90562627458395,forecast,2020-10-17
South Dakota,2020-10-08,98.89397058484934,forecast,2020-10-10
Tennessee,2020-10-08,99.27657010953867,forecast,2020-10-05
Texas,2020-10-08,99.12047294335659,forecast,2020-10-07
Utah,2020-10-08,99.47958671682412,forecast,2020-10-01
Vermont,2020-10-08,99.68973515099913,forecast,2020-09-26
Virginia,2020-10-08,99.17006793866005,forecast,2020-10-06
Washington,2020-10-08,99.7331681223591,forecast,2020-09-24
West Virginia,2020-10-08,99.97010760210114,forecast,2020-09-12
Wisconsin,2020-10-08,99.70274868701006,forecast,2020-09-25
Wyoming,2020-10-08,98.73996242045575,forecast,2020-10-11
Puerto Rico,2020-10-08,99.56473971496735,forecast,2020-09-30
U.S. Total,2020-10-09,99.19597830275217,forecast,2020-10-07
Alabama,2020-10-09,97.61317536981353,forecast,2020-10-19
Alaska,2020-10-09,99.46366517447673,forecast,2020-10-03
Arizona,2020-10-09,98.48498717508184,forecast,2020-10-14
Arkansas,2020-10-09,99.67332990703292,forecast,2020-09-27
California,2020-10-09,99.49416034783951,forecast,2020-10-02
Colorado,2020-10-09,99.14516955384137,forecast,2020-10-08
Connecticut,2020-10-09,99.6999396352161,forecast,2020-09-27
Delaware,2020-10-09,98.95906821062349,forecast,2020-10-10
District of Columbia,2020-10-09,98.95791855882705,forecast,2020-10-10
Florida,2020-10-09,98.60520311210914,forecast,2020-10-13
Georgia,2020-10-09,98.13734715208673,forecast,2020-10-16
Hawaii,2020-10-09,99.88813925748548,forecast,2020-09-17
Idaho,2020-10-09,99.97136768030524,forecast,2020-09-11
Illinois,2020-10-09,99.49284298313266,forecast,2020-10-02
Indiana,2020-10-09,99.758240935435,forecast,2020-09-24
Iowa,2020-10-09,98.90679034362786,forecast,2020-10-10
Kansas,2020-10-09,99.74370550605995,forecast,2020-09-25
Kentucky,2020-10-09,98.81347583671281,forecast,2020-10-11
Louisiana,2020-10-09,97.97028043290662,forecast,2020-10-17
Maine,2020-10-09,99.78724051059967,forecast,2020-09-23
Maryland,2020-10-09,99.41752214735668,forecast,2020-10-04
Massachusetts,2020-10-09,99.44703255056754,forecast,2020-10-03
Michigan,2020-10-09,99.26226189227513,forecast,2020-10-06
Minnesota,2020-10-09,99.64251441969314,forecast,2020-09-28
Mississippi,2020-10-09,98.06662942300439,forecast,2020-10-17
Missouri,2020-10-09,99.52313110980944,forecast,2020-10-02
Montana,2020-10-09,97.94597717278666,forecast,2020-10-17
Nebraska,2020-10-09,99.38775947293973,forecast,2020-10-04
Nevada,2020-10-09,99.17952682108552,forecast,2020-10-07
New Hampshire,2020-10-09,99.49547071371163,forecast,2020-10-02
New Jersey,2020-10-09,99.29435677092081,forecast,2020-10-06
New Mexico,2020-10-09,98.38017885520361,forecast,2020-10-15
New York,2020-10-09,99.27710059214321,forecast,2020-10-06
North Carolina,2020-10-09,98.46332332786571,forecast,2020-10-14
North Dakota,2020-10-09,99.420096530523,forecast,2020-10-04
Ohio,2020-10-09,99.46366517447673,forecast,2020-10-03
Oklahoma,2020-10-09,98.8887804222326,forecast,2020-10-11
Oregon,2020-10-09,99.58181038452209,forecast,2020-09-30
Pennsylvania,2020-10-09,99.40202864693929,forecast,2020-10-04
Rhode Island,2020-10-09,99.40202864693929,forecast,2020-10-04
South Carolina,2020-10-09,98.08918354441535,forecast,2020-10-17
South Dakota,2020-10-09,98.99184272556057,forecast,2020-10-10
Tennessee,2020-10-09,99.34072408420289,forecast,2020-10-05
Texas,2020-10-09,99.19840959172242,forecast,2020-10-07
Utah,2020-10-09,99.52577307224773,forecast,2020-10-01
Vermont,2020-10-09,99.71728581048056,forecast,2020-09-26
Virginia,2020-10-09,99.24362906616724,forecast,2020-10-06
Washington,2020-10-09,99.75686388932144,forecast,2020-09-24
West Virginia,2020-10-09,99.97276274672875,forecast,2020-09-12
Wisconsin,2020-10-09,99.72914442527573,forecast,2020-09-25
Wyoming,2020-10-09,98.85133823095974,forecast,2020-10-11
Puerto Rico,2020-10-09,99.60337850022857,forecast,2020-09-30
U.S. Total,2020-10-10,99.2672521514169,forecast,2020-10-07
Alabama,2020-10-10,97.82154335840691,forecast,2020-10-19
Alaska,2020-10-10,99.51126208542185,forecast,2020-10-03
Arizona,2020-10-10,98.61861131647426,forecast,2020-10-14
Arkansas,2020-10-10,99.70233637034892,forecast,2020-09-27
California,2020-10-10,99.53905537490793,forecast,2020-10-02
Colorado,2020-10-10,99.22092777068274,forecast,2020-10-08
Connecticut,2020-10-10,99.72658467746362,forecast,2020-09-27
Delaware,2020-10-10,99.05121941166568,forecast,2020-10-10
District of Columbia,2020-10-10,99.05017085737025,forecast,2020-10-10
Florida,2020-10-10,98.72835559925727,forecast,2020-10-13
Georgia,2020-10-10,98.30104820080876,forecast,2020-10-16
Hawaii,2020-10-10,99.89807475288245,forecast,2020-09-17
Idaho,2020-10-10,99.97391090107335,forecast,2020-09-11
Illinois,2020-10-10,99.53785474549709,forecast,2020-10-02
Indiana,2020-10-10,99.77971097960447,forecast,2020-09-24
Iowa,2020-10-10,99.00353643805629,forecast,2020-10-10
Kansas,2020-10-10,99.7664658977517,forecast,2020-09-25
Kentucky,2020-10-10,98.91841152864768,forecast,2020-10-11
Louisiana,2020-10-10,98.14831418744174,forecast,2020-10-17
Maine,2020-10-10,99.80613594154995,forecast,2020-09-23
Maryland,2020-10-10,99.46920577747059,forecast,2020-10-04
Massachusetts,2020-10-10,99.49610277642995,forecast,2020-10-03
Michigan,2020-10-10,99.32768050950334,forecast,2020-10-06
Minnesota,2020-10-10,99.67425505736406,forecast,2020-09-28
Mississippi,2020-10-10,98.23640766132748,forecast,2020-10-17
Missouri,2020-10-10,99.56545860067477,forecast,2020-10-02
Montana,2020-10-10,98.12608875667281,forecast,2020-10-17
Nebraska,2020-10-10,99.44207800595255,forecast,2020-10-04
Nevada,2020-10-10,99.2522530544156,forecast,2020-10-07
New Hampshire,2020-10-10,99.54024962424083,forecast,2020-10-02
New Jersey,2020-10-10,99.35693832118268,forecast,2020-10-06
New Mexico,2020-10-10,98.52290421093545,forecast,2020-10-15
New York,2020-10-10,99.34120767502029,forecast,2020-10-06
North Carolina,2020-10-10,98.59883091400047,forecast,2020-10-14
North Dakota,2020-10-10,99.47155220899415,forecast,2020-10-04
Ohio,2020-10-10,99.51126208542185,forecast,2020-10-03
Oklahoma,2020-10-10,98.98710836669959,forecast,2020-10-11
Oregon,2020-10-10,99.61893544796953,forecast,2020-09-30
Pennsylvania,2020-10-10,99.45508403181543,forecast,2020-10-04
Rhode Island,2020-10-10,99.45508403181543,forecast,2020-10-04
South Carolina,2020-10-10,98.2570251860144,forecast,2020-10-17
South Dakota,2020-10-10,99.08111088933424,forecast,2020-10-10
Tennessee,2020-10-10,99.39920485312575,forecast,2020-10-05
Texas,2020-10-10,99.26946876884577,forecast,2020-10-07
Utah,2020-10-10,99.56786638567955,forecast,2020-10-01
Vermont,2020-10-10,99.7423913148979,forecast,2020-09-26
Virginia,2020-10-10,99.31069418916171,forecast,2020-10-06
Washington,2020-10-10,99.77845618110726,forecast,2020-09-24
West Virginia,2020-10-10,99.97518205349868,forecast,2020-09-12
Wisconsin,2020-10-10,99.75319735226944,forecast,2020-09-25
Wyoming,2020-10-10,98.95295292808319,forecast,2020-10-11
Puerto Rico,2020-10-10,99.63859075075135,forecast,2020-09-30
U.S. Total,2020-10-11,99.33222972861317,forecast,2020-10-07
Alabama,2020-10-11,98.01226372901479,forecast,2020-10-19
Alaska,2020-10-11,99.55464155127576,forecast,2020-10-03
Arizona,2020-10-11,98.74059380858857,forecast,2020-10-14
Arkansas,2020-10-11,99.72876870205401,forecast,2020-09-27
California,2020-10-11,99.57997129405523,forecast,2020-10-02
Colorado,2020-10-11,99.28999833270692,forecast,2020-10-08
Connecticut,2020-10-11,99.75086481453425,forecast,2020-09-27
Delaware,2020-10-11,99.1352600207172,forecast,2020-10-10
District of Columbia,2020-10-11,99.1343038298106,forecast,2020-10-10
Florida,2020-10-11,98.84074723628129,forecast,2020-10-13
Georgia,2020-10-11,98.45062643727104,forecast,2020-10-16
Hawaii,2020-10-11,99.90712783486605,forecast,2020-09-17
